volume,close,high,newProduct,newCLevel,scandal,naturalDisaster,newComp,effect
80404,31,32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
58410,98,100,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
27049,93,103,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
28554,16,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
21885,98,99,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
17562,95,97,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
20761,8,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18071,72,80,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
28326,62,66,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
48033,41,43,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
61245,45,51,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
29134,11,17,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
56196,8,13,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
92212,93,95,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
47648,84,93,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
71790,54,61,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27121,22,30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
11136,15,19,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13284,32,39,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
24745,55,61,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
88780,67,71,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
71114,48,53,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10444,14,17,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
75524,76,77,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61159,65,69,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
46020,72,81,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
81563,22,28,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39446,6,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
23035,42,52,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
38455,63,71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
37199,55,59,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
23217,50,60,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
14255,53,61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
99372,76,86,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
84958,71,72,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
28898,8,16,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
26163,72,77,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
87280,30,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61300,36,39,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
53982,53,61,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
16361,16,22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
18778,43,49,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
8889,84,91,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
55477,63,65,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
77202,13,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
71251,29,39,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
41869,78,83,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
74541,94,97,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
34536,20,22,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
26725,29,35,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
77211,22,23,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
64539,74,80,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
51716,89,93,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
48624,43,47,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
54980,40,42,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
73129,27,28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
67719,82,85,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
30488,51,56,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
32450,4,12,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
56206,78,85,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
68640,83,90,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
46151,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
38558,50,56,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
14118,18,21,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
60827,22,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
53603,27,36,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
99957,11,17,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
75333,77,83,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
45377,45,50,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
17174,84,93,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
88501,13,17,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
6234,79,84,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
85565,96,104,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
24589,85,95,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
54948,51,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
34436,14,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
73492,11,19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
95590,11,14,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
29901,76,77,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
74696,9,14,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
91105,21,28,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
82528,43,51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
29028,53,59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6672,96,99,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
31636,51,57,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
62161,96,101,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
21175,15,19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
88275,64,70,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
39952,87,88,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
77368,7,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
66722,68,73,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
63953,47,54,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
10553,14,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
52810,96,101,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
96949,47,51,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
68610,14,21,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
6150,24,27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
7152,61,64,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
8169,87,94,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
89062,100,104,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
43239,20,29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
35926,54,62,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
98989,90,99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
33671,22,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
97134,13,17,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
20567,81,89,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
13133,2,11,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
64863,87,89,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
66156,95,98,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
45392,79,81,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
61267,56,63,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
33466,87,89,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
89768,32,37,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
80474,59,60,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
20955,27,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
14206,47,52,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
84325,1,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
60425,20,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
33523,32,38,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
71226,14,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38928,18,25,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
59034,15,20,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
46331,37,45,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
68902,20,23,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
